,Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Time,Arrival at Pickup - Time,Pickup - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival,Fulfillment - Weekday (Su = 0),Fulfillment - Day of Month
7473,Order_No_1246,User_Id_970,Bike,3,Business,18,2,713,11:53:51 AM,11:55:35 AM,12:16:41 PM,5,22.61141914263558,-1.2551895,36.7822034,-1.2715611,36.7953541,Rider_Id_651,1636,2,18
7474,Order_No_6489,User_Id_3749,Bike,1,Personal,21,1,922,3:22:38 PM,3:46:39 PM,3:49:43 PM,10,21.7,-1.279285,36.8255639,-1.3314446,36.8264081,Rider_Id_116,1635,1,21
7475,Order_No_10041,User_Id_928,Bike,3,Business,30,2,904,3:17:35 PM,3:19:36 PM,3:29:25 PM,3,24.498582939564994,-1.2551895,36.7822034,-1.256522,36.7864132,Rider_Id_16,404,2,30
7476,Order_No_27265,User_Id_2084,Bike,1,Personal,1,1,822,1:45:23 PM,1:51:47 PM,2:00:21 PM,3,25.8,-1.265715,36.808525,-1.2793148,36.8148394,Rider_Id_263,1144,1,1
7477,Order_No_22157,User_Id_3145,Bike,3,Business,6,4,644,10:45:38 AM,10:58:59 AM,11:02:22 AM,9,24.0,-1.272639,36.794723,-1.2835228,36.7437619,Rider_Id_322,2794,4,6
7478,Order_No_1896,User_Id_733,Bike,3,Business,30,2,858,2:22:03 PM,2:31:55 PM,2:42:25 PM,5,24.068408729259353,-1.2551895,36.7822034,-1.2629461,36.7653137,Rider_Id_937,741,2,30
7479,Order_No_19697,User_Id_2200,Bike,3,Business,8,4,715,11:57:43 AM,12:24:51 PM,12:32:08 PM,7,26.3,-1.290894,36.822971,-1.2546732,36.7923244,Rider_Id_512,2776,4,8
7480,Order_No_14228,User_Id_2112,Bike,3,Business,7,4,811,1:31:55 PM,1:46:43 PM,1:59:21 PM,5,31.0,-1.2285835,36.8826468,-1.2156006,36.8916865,Rider_Id_633,3,4,7
7481,Order_No_17864,User_Id_3629,Bike,3,Personal,1,1,499,8:19:52 AM,8:34:12 AM,8:36:28 AM,11,18.4,-1.2852951,36.8133853,-1.22589,36.7822548,Rider_Id_761,2970,1,1
7482,Order_No_20776,User_Id_1263,Bike,2,Personal,9,6,639,10:40:37 AM,10:52:22 AM,10:56:38 AM,16,17.2,-1.2697859,36.7946203,-1.2962888,36.8892359,Rider_Id_598,1807,6,9
7483,Order_No_9243,User_Id_2956,Bike,3,Business,2,5,825,1:46:22 PM,1:48:05 PM,2:11:17 PM,17,25.0,-1.3165542,36.700067,-1.2584143,36.8048002,Rider_Id_105,3872,5,2
7484,Order_No_26577,User_Id_1927,Bike,3,Business,8,6,721,12:01:45 PM,12:03:07 PM,12:17:05 PM,10,18.3,-1.3472066,36.7692638,-1.3052491,36.8223899,Rider_Id_477,1730,6,8
7485,Order_No_3054,User_Id_1469,Bike,3,Business,2,4,886,2:47:15 PM,3:34:12 PM,3:53:09 PM,6,24.341996156497327,-1.2571472,36.7950633,-1.2896399,36.8124498,Rider_Id_422,1587,4,2
7486,Order_No_2262,User_Id_1882,Bike,3,Business,20,7,533,8:53:59 AM,9:16:18 AM,9:31:53 AM,15,21.8,-1.2273427,36.7994683,-1.2160907,36.8851949,Rider_Id_512,1885,0,20
7487,Order_No_11918,User_Id_795,Bike,3,Personal,17,2,858,2:21:11 PM,2:24:23 PM,2:27:21 PM,11,24.3,-1.3104734,36.7363698,-1.2551895,36.7822034,Rider_Id_735,4196,2,17
7488,Order_No_28087,User_Id_1326,Bike,1,Personal,28,1,515,8:36:18 AM,8:49:41 AM,8:52:20 AM,7,17.9,-1.2899256,36.815551,-1.2553615,36.7895376,Rider_Id_808,859,1,28
7489,Order_No_21073,User_Id_1787,Bike,3,Business,30,2,1030,5:10:45 PM,5:17:57 PM,5:33:02 PM,9,23.8,-1.2859912,36.8756811,-1.2283403,36.8822756,Rider_Id_397,1110,2,30
7490,Order_No_15318,User_Id_2804,Bike,3,Business,2,4,654,10:55:30 AM,11:05:45 AM,11:12:40 AM,7,22.087578533780228,-1.2571472,36.7950633,-1.2981352,36.8213822,Rider_Id_138,1503,4,2
7491,Order_No_26491,User_Id_2200,Bike,3,Business,6,2,766,12:51:28 PM,1:06:02 PM,1:12:35 PM,8,25.0,-1.3014461,36.7661381,-1.290894,36.822971,Rider_Id_548,2972,2,6
7492,Order_No_6381,User_Id_1647,Bike,3,Business,29,1,1013,5:12:07 PM,5:25:55 PM,5:33:00 PM,16,25.655748514915764,-1.2190317,36.8825092,-1.3277669,36.8975169,Rider_Id_815,1752,1,29
7493,Order_No_24186,User_Id_517,Bike,3,Business,27,6,665,11:07:28 AM,11:07:37 AM,11:17:40 AM,4,22.314642587214838,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_161,382,6,27
7494,Order_No_23345,User_Id_2750,Bike,3,Business,8,4,871,2:33:11 PM,2:46:07 PM,2:47:43 PM,4,27.1,-1.275442,36.7660207,-1.255956,36.772901,Rider_Id_548,956,4,8
7495,Order_No_26539,User_Id_1075,Bike,3,Business,28,4,943,3:44:04 PM,3:49:52 PM,3:57:56 PM,10,27.6,-1.3014461,36.7661381,-1.2527958,36.8003131,Rider_Id_831,2011,4,28
7496,Order_No_10259,User_Id_116,Bike,3,Personal,10,1,915,3:19:02 PM,3:35:00 PM,3:38:58 PM,14,18.1,-1.2201257,36.8115035,-1.2929587,36.783318,Rider_Id_856,1919,1,10
7497,Order_No_9209,User_Id_928,Bike,3,Business,8,5,781,1:06:34 PM,1:08:51 PM,2:47:29 PM,12,27.2,-1.2551895,36.7822034,-1.3127877,36.8481987,Rider_Id_451,2262,5,8
7498,Order_No_9149,User_Id_2212,Bike,3,Business,22,5,705,11:51:49 AM,12:04:03 PM,12:17:49 PM,8,28.5,-1.2772989,36.8526035,-1.2571472,36.7950633,Rider_Id_291,973,5,22
7499,Order_No_22390,User_Id_3647,Bike,3,Business,14,2,798,1:18:29 PM,1:18:51 PM,1:26:13 PM,18,23.564983037690496,-1.272639,36.794723,-1.344748,36.745184,Rider_Id_293,2643,2,14
7500,Order_No_6244,User_Id_868,Bike,3,Business,23,6,861,2:22:38 PM,2:35:32 PM,2:45:20 PM,5,24.226188132603042,-1.2600926,36.8088685,-1.265715,36.823815,Rider_Id_268,716,6,23
7501,Order_No_24622,User_Id_3674,Bike,3,Business,7,1,603,10:04:39 AM,10:20:40 AM,10:41:03 AM,8,24.8,-1.2551895,36.7822034,-1.2987976,36.829477,Rider_Id_607,1446,1,7
7502,Order_No_542,User_Id_1329,Bike,3,Business,6,4,955,4:17:27 PM,4:32:32 PM,4:37:52 PM,4,21.7,-1.273056,36.811298,-1.2477846,36.8023807,Rider_Id_75,796,4,6
7503,Order_No_13408,User_Id_3683,Bike,3,Business,10,4,681,11:25:52 AM,11:36:24 AM,11:49:02 AM,7,22.380054232082543,-1.2897368,36.8226783,-1.2579304,36.8019667,Rider_Id_900,715,4,10
7504,Order_No_4064,User_Id_2861,Bike,1,Personal,2,2,586,9:46:50 AM,10:06:01 AM,10:12:48 AM,9,15.3,-1.2942632,36.8113036,-1.2560455,36.7800867,Rider_Id_100,911,2,2
7505,Order_No_18343,User_Id_346,Bike,3,Business,11,2,759,12:42:54 PM,1:16:18 PM,1:20:17 PM,1,19.6,-1.2795827,36.8197262,-1.28878,36.8168312,Rider_Id_790,508,2,11
7506,Order_No_897,User_Id_3295,Bike,3,Business,28,4,620,10:20:24 AM,10:20:42 AM,10:31:06 AM,3,22.5,-1.2571472,36.7950633,-1.2753109,36.8130185,Rider_Id_623,595,4,28
7507,Order_No_9661,User_Id_3432,Bike,3,Business,5,6,671,11:12:13 AM,11:19:15 AM,11:24:29 AM,14,22.5,-1.2672588,36.8000252,-1.3291155,36.8861,Rider_Id_103,1875,6,5
7508,Order_No_24922,User_Id_2621,Bike,2,Personal,3,1,532,8:53:17 AM,9:26:24 AM,9:34:58 AM,11,14.8,-1.3138389,36.8407568,-1.2985032,36.7821448,Rider_Id_654,1664,1,3
7509,Order_No_9162,User_Id_1749,Bike,3,Personal,7,2,609,10:11:06 AM,10:16:51 AM,10:22:02 AM,5,21.566236164980374,-1.2621576,36.8103473,-1.2892697,36.8154514,Rider_Id_96,1498,2,7
7510,Order_No_17044,User_Id_2200,Bike,3,Business,14,4,906,3:18:06 PM,3:26:32 PM,3:41:57 PM,4,27.8,-1.290894,36.822971,-1.3041129,36.8104939,Rider_Id_336,310,4,14
7511,Order_No_1899,User_Id_265,Bike,3,Business,30,2,759,12:42:44 PM,12:49:34 PM,12:53:03 PM,3,23.082040236258536,-1.3082842,36.8434194,-1.300921,36.828195,Rider_Id_155,455,2,30
7512,Order_No_2620,User_Id_496,Bike,3,Business,7,2,610,10:12:13 AM,10:25:43 AM,10:30:05 AM,8,21.612283607053865,-1.2571472,36.7950633,-1.2980229,36.78865,Rider_Id_768,1085,2,7
7513,Order_No_16774,User_Id_1584,Bike,3,Business,13,3,831,1:57:33 PM,2:30:01 PM,2:32:36 PM,7,29.1,-1.2771155,36.82668,-1.2969741,36.7856612,Rider_Id_763,1197,3,13
7514,Order_No_10925,User_Id_516,Bike,3,Business,28,1,923,3:25:20 PM,3:37:52 PM,3:39:17 PM,3,26.3,-1.2551895,36.7822034,-1.2611987,36.8060913,Rider_Id_535,601,1,28
7515,Order_No_26307,User_Id_1402,Bike,3,Business,6,4,568,9:30:19 AM,10:01:04 AM,10:02:35 AM,5,16.0,-1.3140622,36.8162463,-1.2813012,36.8323962,Rider_Id_582,1088,4,6
7516,Order_No_374,User_Id_1500,Bike,3,Business,16,4,679,11:20:42 AM,11:29:56 AM,11:31:55 AM,9,22.396056206474206,-1.2638185,36.7930057,-1.3004062,36.829741,Rider_Id_161,1093,4,16
7517,Order_No_16240,User_Id_1329,Bike,3,Business,10,4,722,12:03:00 PM,12:17:55 PM,12:21:21 PM,2,24.6,-1.273056,36.811298,-1.2641662,36.8136393,Rider_Id_467,1939,4,10
7518,Order_No_25477,User_Id_1502,Bike,3,Business,22,3,581,9:41:53 AM,10:29:35 AM,10:35:51 AM,12,23.3,-1.279395,36.825364,-1.2232123,36.8932547,Rider_Id_155,3189,3,22
7519,Order_No_16815,User_Id_20,Bike,3,Business,17,3,750,12:49:09 PM,12:55:54 PM,1:00:16 PM,7,25.6,-1.2586742,36.8016438,-1.3090533,36.8371502,Rider_Id_280,3211,3,17
7520,Order_No_12175,User_Id_3576,Bike,2,Personal,19,6,754,12:35:19 PM,12:38:49 PM,12:47:35 PM,8,21.9,-1.281223,36.8239,-1.2987748,36.7677418,Rider_Id_742,1699,6,19
7521,Order_No_3694,User_Id_3214,Bike,3,Business,27,3,608,10:09:19 AM,10:13:59 AM,10:19:18 AM,3,21.5,-1.304735,36.7846054,-1.289795,36.7957132,Rider_Id_708,771,3,27
7522,Order_No_10223,User_Id_239,Bike,1,Personal,17,1,953,3:54:10 PM,4:07:04 PM,4:23:20 PM,10,28.3,-1.32571,36.805533,-1.2677753,36.7998955,Rider_Id_612,2783,1,17
7523,Order_No_1609,User_Id_3214,Bike,3,Business,7,4,888,2:50:13 PM,3:30:02 PM,3:46:51 PM,12,31.2,-1.2315181,36.8140543,-1.289795,36.7957132,Rider_Id_52,1712,4,7
7524,Order_No_3622,User_Id_635,Bike,3,Business,12,2,952,4:06:22 PM,4:09:44 PM,4:15:59 PM,9,27.1,-1.2599563,36.7993439,-1.2293244,36.7839539,Rider_Id_510,1033,2,12
7525,Order_No_6656,User_Id_3300,Bike,3,Business,22,3,931,3:33:33 PM,3:49:15 PM,3:54:51 PM,9,24.1,-1.2600926,36.8088685,-1.303596,36.778378,Rider_Id_930,2446,3,22
7526,Order_No_13586,User_Id_186,Bike,3,Business,22,1,953,3:55:08 PM,4:02:37 PM,4:09:19 PM,20,26.0,-1.2571472,36.7950633,-1.3700383,36.9190174,Rider_Id_178,2137,1,22
7527,Order_No_3433,User_Id_3318,Bike,3,Business,10,3,1012,4:53:34 PM,5:25:25 PM,5:30:47 PM,10,27.2,-1.338283,36.8871775,-1.3004062,36.829741,Rider_Id_126,708,3,10
7528,Order_No_13639,User_Id_2828,Bike,3,Business,1,4,571,9:32:02 AM,9:36:19 AM,9:59:00 AM,13,21.330365511577128,-1.2615888,36.7928732,-1.3332749,36.8708147,Rider_Id_574,2684,4,1
7529,Order_No_21817,User_Id_338,Bike,1,Personal,6,5,831,1:51:54 PM,1:58:01 PM,2:00:42 PM,7,22.7,-1.282986,36.767414,-1.2538731,36.7850223,Rider_Id_103,672,5,6
7530,Order_No_1663,User_Id_1245,Bike,3,Business,26,2,751,12:32:11 PM,12:34:53 PM,2:04:09 PM,17,31.2,-1.300921,36.828195,-1.3198615,36.7110323,Rider_Id_459,3614,2,26
7531,Order_No_15188,User_Id_1927,Bike,3,Business,17,4,862,2:22:20 PM,2:39:03 PM,2:50:37 PM,23,27.9,-1.3472066,36.7692638,-1.2232123,36.8932547,Rider_Id_669,2848,4,17
7532,Order_No_8342,User_Id_970,Bike,3,Business,28,5,928,3:34:58 PM,3:42:13 PM,4:06:39 PM,8,25.6,-1.2958383,36.8073162,-1.2551895,36.7822034,Rider_Id_713,1872,5,28
7533,Order_No_18369,User_Id_1341,Bike,3,Business,15,6,693,11:33:09 AM,11:39:10 AM,11:47:08 AM,11,19.0,-1.303596,36.778378,-1.3306113,36.8480521,Rider_Id_109,1195,6,15
7534,Order_No_23760,User_Id_1544,Bike,3,Business,11,2,920,3:48:01 PM,3:48:12 PM,4:13:50 PM,21,21.4,-1.1932197,36.8983855,-1.2924173,36.7797814,Rider_Id_291,2050,2,11
7535,Order_No_11724,User_Id_2675,Bike,1,Personal,19,6,853,2:14:11 PM,2:23:27 PM,2:46:04 PM,9,24.1,-1.2675132,36.8014826,-1.3145124,36.8400018,Rider_Id_753,925,6,19
7536,Order_No_14671,User_Id_53,Bike,3,Business,11,4,630,10:45:04 AM,11:05:47 AM,11:11:37 AM,6,23.9,-1.2574219,36.7927073,-1.2770708,36.8231093,Rider_Id_208,1388,4,11
7537,Order_No_8413,User_Id_2956,Bike,3,Business,28,1,600,10:38:30 AM,10:57:17 AM,11:28:33 AM,12,22.8,-1.339046,36.762596,-1.290894,36.822971,Rider_Id_56,1508,1,28
7538,Order_No_22421,User_Id_1724,Bike,3,Business,29,2,973,4:14:34 PM,4:26:12 PM,4:27:25 PM,7,23.8,-1.2553615,36.7895376,-1.2729644,36.7938653,Rider_Id_937,1128,2,29
7539,Order_No_15981,User_Id_346,Bike,3,Business,10,4,637,10:38:03 AM,10:46:14 AM,11:06:21 AM,2,21.8981278950965,-1.290894,36.822971,-1.2885529,36.8160141,Rider_Id_393,380,4,10
7540,Order_No_22815,User_Id_53,Bike,3,Business,15,6,581,9:43:29 AM,9:50:16 AM,10:26:09 AM,11,16.7,-1.2991441,36.7528804,-1.2770708,36.8231093,Rider_Id_161,1391,6,15
7541,Order_No_10427,User_Id_248,Bike,3,Business,26,5,635,10:35:40 AM,10:42:52 AM,10:47:41 AM,10,22.037871605022268,-1.304735,36.7846054,-1.2623332,36.8091055,Rider_Id_168,1579,5,26
7542,Order_No_15136,User_Id_3355,Bike,3,Business,15,3,945,3:47:50 PM,4:00:31 PM,4:20:33 PM,9,25.9,-1.290894,36.822971,-1.2859912,36.8756811,Rider_Id_907,2544,3,15
7543,Order_No_28044,User_Id_53,Bike,3,Business,2,4,674,11:16:04 AM,11:23:50 AM,11:39:15 AM,6,22.26624776355721,-1.3077869,36.8443207,-1.2770708,36.8231093,Rider_Id_341,2205,4,2
7544,Order_No_8160,User_Id_606,Bike,1,Personal,10,1,666,11:18:52 AM,11:29:48 AM,11:32:29 AM,8,22.133770756864585,-1.2143387,36.7914548,-1.2152204,36.8563184,Rider_Id_453,737,1,10
7545,Order_No_28059,User_Id_2869,Bike,3,Business,4,2,545,9:22:19 AM,9:47:51 AM,10:02:25 AM,14,16.4,-1.3025826,36.7670807,-1.3083777,36.8590077,Rider_Id_429,2259,2,4
7546,Order_No_22271,User_Id_121,Bike,1,Personal,15,3,503,8:23:20 AM,8:28:56 AM,8:31:45 AM,10,16.2,-1.2367559,36.8082168,-1.273308,36.802847,Rider_Id_208,1245,3,15
7547,Order_No_10443,User_Id_3647,Bike,3,Business,7,2,950,3:51:39 PM,4:06:22 PM,4:10:48 PM,6,24.888544053568545,-1.272639,36.794723,-1.2976837,36.7663207,Rider_Id_155,3841,2,7
7548,Order_No_8372,User_Id_3735,Bike,1,Personal,21,5,858,2:19:40 PM,2:50:10 PM,3:03:34 PM,7,27.1,-1.2886771,36.8735531,-1.3296282,36.8580804,Rider_Id_532,1138,5,21
7549,Order_No_20109,User_Id_1797,Bike,2,Personal,13,1,1024,5:05:29 PM,5:08:34 PM,5:27:23 PM,5,19.4,-1.2827576,36.7830241,-1.2971379,36.8019794,Rider_Id_228,705,1,13
7550,Order_No_7862,User_Id_393,Bike,3,Business,21,2,808,1:28:50 PM,1:29:52 PM,1:31:29 PM,4,22.5,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_239,700,2,21
7551,Order_No_23821,User_Id_142,Bike,3,Business,29,2,809,1:34:57 PM,1:43:43 PM,1:48:11 PM,8,26.8,-1.2963097,36.7688221,-1.2570328,36.7869744,Rider_Id_56,1175,2,29
7552,Order_No_11700,User_Id_393,Bike,3,Business,13,4,841,2:01:43 PM,2:12:22 PM,2:27:14 PM,4,23.0,-1.3228003,36.8306435,-1.3004062,36.829741,Rider_Id_538,720,4,13
7553,Order_No_12295,User_Id_506,Bike,3,Business,26,2,691,11:47:54 AM,12:20:36 PM,12:23:51 PM,28,26.2,-1.3939049,36.7565199,-1.2321358,36.8727847,Rider_Id_917,4035,2,26
7554,Order_No_22078,User_Id_111,Bike,3,Business,8,1,508,8:28:46 AM,8:29:45 AM,8:40:18 AM,20,21.7,-1.2551895,36.7822034,-1.3129275,36.9235657,Rider_Id_291,1658,1,8
7555,Order_No_9391,User_Id_1927,Bike,3,Business,15,3,808,1:28:58 PM,1:35:18 PM,1:38:48 PM,15,25.7,-1.2584143,36.8048002,-1.3472066,36.7692638,Rider_Id_953,1634,3,15
7556,Order_No_2242,User_Id_1642,Bike,3,Business,27,3,849,2:10:05 PM,2:16:53 PM,2:18:17 PM,5,29.0,-1.2728069,36.7962362,-1.2846195,36.7958316,Rider_Id_576,745,3,27
7557,Order_No_15889,User_Id_1500,Bike,3,Business,8,5,945,4:06:20 PM,4:32:01 PM,4:47:19 PM,11,28.1,-1.3077869,36.8443207,-1.2638185,36.7930057,Rider_Id_701,1978,5,8
7558,Order_No_26180,User_Id_393,Bike,3,Business,2,2,536,9:48:09 AM,10:14:40 AM,10:34:37 AM,4,26.0,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_92,796,2,2
7559,Order_No_15493,User_Id_868,Bike,3,Business,15,6,654,10:54:33 AM,10:54:38 AM,11:02:56 AM,7,19.4,-1.2628473,36.781805,-1.2663631,36.8163329,Rider_Id_564,552,6,15
7560,Order_No_19475,User_Id_1271,Bike,3,Business,26,4,669,11:10:24 AM,11:18:04 AM,12:22:58 PM,18,18.8,-1.2600932,36.8041689,-1.3244885,36.897792,Rider_Id_103,1800,4,26
7561,Order_No_20954,User_Id_1746,Bike,3,Business,4,2,850,2:48:17 PM,2:57:59 PM,3:23:10 PM,5,20.2,-1.2914365,36.8580531,-1.2801014,36.8210423,Rider_Id_208,910,2,4
7562,Order_No_13122,User_Id_1329,Bike,3,Business,19,6,639,10:39:48 AM,10:46:05 AM,10:47:14 AM,5,25.2,-1.273056,36.811298,-1.2855921,36.7788349,Rider_Id_902,648,6,19
7563,Order_No_20120,User_Id_2344,Bike,3,Business,5,2,992,4:34:13 PM,4:34:59 PM,4:47:03 PM,18,21.6,-1.2553615,36.7895376,-1.338579,36.8963038,Rider_Id_379,2321,2,5
7564,Order_No_19226,User_Id_3647,Bike,3,Business,10,5,953,3:54:14 PM,4:10:34 PM,4:16:13 PM,19,25.188841053197876,-1.272639,36.794723,-1.3443917,36.6700333,Rider_Id_279,2702,5,10
7565,Order_No_3633,User_Id_868,Bike,3,Business,25,1,1028,5:08:59 PM,5:33:33 PM,5:35:27 PM,4,28.5,-1.265715,36.823815,-1.2783849,36.8163445,Rider_Id_118,1355,1,25
7566,Order_No_19482,User_Id_613,Bike,3,Business,11,6,995,4:35:20 PM,4:37:53 PM,4:51:25 PM,1,25.457275562219145,-1.2584143,36.8048002,-1.2527958,36.8003131,Rider_Id_435,768,6,11
7567,Order_No_18127,User_Id_2997,Bike,1,Personal,2,4,564,9:24:33 AM,9:37:32 AM,9:43:57 AM,7,13.4,-1.2849815,36.7767751,-1.2551895,36.7822034,Rider_Id_754,926,4,2
7568,Order_No_18153,User_Id_2521,Bike,3,Business,13,6,498,8:35:34 AM,9:00:55 AM,9:04:48 AM,14,20.745404841879306,-1.3177547,36.8303703,-1.306378,36.7519845,Rider_Id_208,1449,6,13
7569,Order_No_8644,User_Id_1178,Bike,3,Business,5,3,1001,4:44:51 PM,4:51:54 PM,5:46:36 PM,5,22.3,-1.2868515,36.7844247,-1.2677371,36.7729723,Rider_Id_882,347,3,5
7570,Order_No_27243,User_Id_53,Bike,3,Business,3,1,684,11:31:37 AM,11:44:25 AM,12:09:04 PM,5,21.5,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_158,1057,1,3
7571,Order_No_10801,User_Id_2200,Bike,3,Business,6,4,746,1:48:28 PM,2:03:04 PM,2:05:52 PM,12,23.051840104224507,-1.225322,36.80855,-1.290894,36.822971,Rider_Id_404,1558,4,6
7572,Order_No_26787,User_Id_1578,Bike,3,Business,24,4,938,4:27:26 PM,4:35:48 PM,4:44:19 PM,7,25.8,-1.28878,36.8168312,-1.3083495,36.840715,Rider_Id_34,4309,4,24
7573,Order_No_20353,User_Id_391,Bike,3,Business,22,3,516,8:37:45 AM,9:10:06 AM,9:51:17 AM,19,18.8,-1.300921,36.828195,-1.3334681,36.7116093,Rider_Id_654,1570,3,22
7574,Order_No_23098,User_Id_793,Bike,2,Personal,30,3,494,8:15:46 AM,8:30:06 AM,9:19:41 AM,10,17.2,-1.2464366,36.8170136,-1.2681211,36.7792474,Rider_Id_103,1025,3,30
7575,Order_No_10099,User_Id_1329,Bike,3,Business,24,5,875,2:36:19 PM,2:40:47 PM,2:46:51 PM,4,23.1,-1.273056,36.811298,-1.256958,36.8144929,Rider_Id_761,1067,5,24
7576,Order_No_4914,User_Id_2066,Bike,3,Business,17,6,808,1:29:31 PM,2:14:31 PM,2:16:51 PM,14,24.1,-1.3270716,36.8406371,-1.3855778,36.9269619,Rider_Id_559,2995,6,17
7577,Order_No_18136,User_Id_2304,Bike,1,Personal,5,5,763,12:44:50 PM,12:58:24 PM,1:07:45 PM,11,23.7,-1.3091733,36.74081,-1.2715686,36.8023526,Rider_Id_328,1837,5,5
7578,Order_No_375,User_Id_1538,Bike,1,Personal,29,3,937,3:38:12 PM,4:08:09 PM,4:12:34 PM,8,18.8,-1.2996681,36.8068413,-1.3260468,36.8015034,Rider_Id_421,1267,3,29
7579,Order_No_25635,User_Id_5,Bike,1,Personal,16,1,931,3:33:21 PM,3:39:18 PM,3:42:45 PM,5,22.2,-1.2816351,36.8117147,-1.2648622,36.8000216,Rider_Id_726,757,1,16
7580,Order_No_13326,User_Id_868,Bike,3,Business,20,2,583,9:46:30 AM,9:57:45 AM,10:08:41 AM,5,19.0,-1.2600926,36.8088685,-1.265715,36.823815,Rider_Id_178,798,2,20
7581,Order_No_18427,User_Id_1209,Bike,3,Business,17,5,859,2:19:25 PM,2:19:34 PM,3:00:24 PM,12,24.2252519054343,-1.2991441,36.7528804,-1.3004062,36.829741,Rider_Id_349,1282,5,17
7582,Order_No_1711,User_Id_552,Bike,3,Business,23,2,734,12:15:29 PM,12:44:49 PM,12:46:17 PM,17,18.2,-1.279395,36.825364,-1.3632162,36.9108253,Rider_Id_329,2138,2,23
7583,Order_No_17331,User_Id_2066,Bike,3,Business,1,3,840,2:04:08 PM,2:26:08 PM,2:29:10 PM,8,23.876081818763875,-1.279284,36.820813,-1.3270716,36.8406371,Rider_Id_624,1468,3,1
7584,Order_No_15024,User_Id_1584,Bike,3,Business,4,1,843,2:26:33 PM,2:30:21 PM,2:43:28 PM,6,23.822975678780715,-1.2969741,36.7856612,-1.2857524,36.8196806,Rider_Id_906,850,1,4
7585,Order_No_9427,User_Id_3434,Bike,3,Business,13,6,554,9:14:46 AM,9:17:30 AM,9:32:39 AM,5,19.9,-1.2963097,36.7688221,-1.3043952,36.7664138,Rider_Id_168,178,6,13
7586,Order_No_25936,User_Id_1725,Bike,3,Business,24,4,1029,5:24:50 PM,6:10:56 PM,6:19:30 PM,16,21.3,-1.1867519,36.8369389,-1.2680709,36.7929823,Rider_Id_260,1802,4,24
7587,Order_No_12890,User_Id_2008,Bike,3,Business,1,1,850,2:10:49 PM,2:22:52 PM,2:26:54 PM,6,25.6,-1.2508229,36.7895263,-1.2608592,36.8311977,Rider_Id_607,1113,1,1
7588,Order_No_16986,User_Id_1578,Bike,3,Business,25,4,970,5:15:11 PM,5:21:53 PM,5:25:50 PM,5,25.219801210726594,-1.28878,36.8168312,-1.2591019,36.800577,Rider_Id_878,1058,4,25
7589,Order_No_10364,User_Id_2436,Bike,3,Business,7,4,705,11:45:14 AM,11:49:19 AM,11:53:15 AM,4,27.4,-1.2551895,36.7822034,-1.2715686,36.8023526,Rider_Id_523,577,4,7
7590,Order_No_19107,User_Id_3521,Bike,3,Business,19,2,1017,4:58:11 PM,5:15:59 PM,5:20:06 PM,5,28.5,-1.2696908,36.81519,-1.2472601,36.7859285,Rider_Id_291,977,2,19
7591,Order_No_9459,User_Id_148,Bike,3,Business,6,2,576,9:41:08 AM,9:53:28 AM,10:18:05 AM,7,19.7,-1.2551895,36.7822034,-1.2927799,36.8250456,Rider_Id_101,704,2,6
7592,Order_No_20706,User_Id_2069,Bike,3,Business,22,3,666,11:06:54 AM,11:24:16 AM,11:42:31 AM,9,22.9,-1.265715,36.823815,-1.228911,36.881876,Rider_Id_221,1127,3,22
7593,Order_No_11793,User_Id_978,Bike,1,Personal,25,3,733,12:15:00 PM,12:37:44 PM,12:56:23 PM,5,22.85529561087566,-1.3084067,36.8345014,-1.2767856,36.8285595,Rider_Id_616,2604,3,25
7594,Order_No_8137,User_Id_3521,Bike,3,Business,27,3,737,12:18:01 PM,12:24:07 PM,12:36:30 PM,2,26.0,-1.2701582,36.8074433,-1.2696908,36.81519,Rider_Id_96,612,3,27
7595,Order_No_11250,User_Id_3393,Bike,1,Personal,22,3,920,3:26:21 PM,3:32:55 PM,3:56:43 PM,5,25.8,-1.278612,36.8195876,-1.2682179,36.8009289,Rider_Id_956,576,3,22
7596,Order_No_10579,User_Id_3521,Bike,3,Business,29,5,812,1:34:04 PM,2:00:23 PM,2:06:04 PM,1,29.1,-1.2723298,36.8037146,-1.2696908,36.81519,Rider_Id_547,409,5,29
7597,Order_No_353,User_Id_2694,Bike,1,Personal,3,4,733,12:28:29 PM,12:35:09 PM,1:14:58 PM,6,21.8,-1.3154433,36.806386,-1.2801649,36.8315686,Rider_Id_929,1390,4,3
7598,Order_No_7756,User_Id_2691,Bike,3,Business,10,4,686,11:30:19 AM,11:37:39 AM,11:49:46 AM,8,24.6,-1.2551895,36.7822034,-1.2857671,36.7875614,Rider_Id_319,1136,4,10
7599,Order_No_3408,User_Id_496,Bike,3,Business,8,4,892,3:06:55 PM,3:07:13 PM,3:37:26 PM,12,27.4,-1.2551895,36.7822034,-1.3277532,36.8297901,Rider_Id_684,1828,4,8
